Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
28-MAR-2017,9365.8,9400.6,9364.6,9390.45,285124057.0,11167.99
29-MAR-2017,9417.45,9437.45,9394.6,9428.55,364308094.0,14439.21
30-MAR-2017,9429.1,9470.55,9423.8,9460.7,530006069.0,21753.92
31-MAR-2017,9451.0,9483.25,9444.55,9467.1,324863317.0,14230.8
03-APR-2017,9509.4,9535.0,9484.1,9528.6,238938888.0,10978.35
05-APR-2017,9557.2,9575.4,9510.85,9567.95,323687866.0,14906.53
06-APR-2017,9549.15,9576.4,9523.95,9570.15,334473043.0,13542.31
07-APR-2017,9534.1,9570.95,9502.65,9514.45,337052642.0,13647.43
10-APR-2017,9542.05,9546.65,9497.4,9510.6,249724001.0,11357.84
11-APR-2017,9511.45,9573.7,9501.25,9567.25,394230893.0,13835.87
12-APR-2017,9573.7,9583.35,9487.7,9540.7,318648651.0,12719.13
13-APR-2017,9540.45,9540.5,9485.7,9492.45,272276116.0,11797.37
17-APR-2017,9489.45,9505.15,9462.2,9478.9,282107934.0,9786.44
18-APR-2017,9502.4,9558.5,9422.6,9432.8,328298726.0,12194.64
19-APR-2017,9438.25,9454.3,9408.4,9440.7,311723478.0,12217.2
20-APR-2017,9451.65,9486.45,9446.15,9474.8,281372309.0,11899.95
21-APR-2017,9519.45,9524.55,9431.7,9463.6,316515725.0,11996.61
24-APR-2017,9479.9,9568.35,9476.3,9562.1,291774871.0,12570.61
25-APR-2017,9617.2,9665.7,9596.9,9662.95,329638850.0,14590.2
26-APR-2017,9694.4,9718.35,9641.9,9699.0,328838451.0,14469.51
27-APR-2017,9707.6,9711.65,9665.25,9683.0,338051072.0,16995.47
28-APR-2017,9683.05,9685.05,9635.3,9652.45,286378694.0,12057.99
02-MAY-2017,9687.9,9704.35,9618.05,9668.95,278055711.0,12448.11
03-MAY-2017,9702.6,9704.25,9652.1,9666.4,266723017.0,11116.7
04-MAY-2017,9712.55,9717.95,9675.05,9712.4,393340527.0,15281.81
05-MAY-2017,9724.8,9726.7,9608.0,9625.35,383740415.0,13965.89
08-MAY-2017,9653.15,9679.9,9638.3,9657.1,303906708.0,11146.98
09-MAY-2017,9680.6,9688.95,9650.25,9672.05,263352932.0,11353.24
10-MAY-2017,9698.65,9778.9,9695.6,9771.05,287935352.0,12215.14
11-MAY-2017,9812.2,9814.75,9776.25,9786.7,317641209.0,13613.41
12-MAY-2017,9799.25,9799.9,9726.55,9760.65,298251422.0,14347.96
15-MAY-2017,9795.35,9816.1,9784.35,9812.65,296195828.0,12228.3
16-MAY-2017,9831.05,9874.25,9821.0,9870.2,350960226.0,13757.79
17-MAY-2017,9874.15,9882.75,9840.3,9873.45,367170583.0,14962.71
18-MAY-2017,9799.05,9833.6,9743.85,9757.0,329122790.0,14450.3
19-MAY-2017,9801.0,9835.35,9699.3,9746.55,391058675.0,16032.3
22-MAY-2017,9802.95,9823.6,9732.0,9742.45,304592660.0,12775.08
23-MAY-2017,9750.7,9751.75,9649.55,9676.5,374880490.0,15726.58
24-MAY-2017,9700.7,9714.7,9609.8,9631.2,343810339.0,14386.41
25-MAY-2017,9657.9,9787.05,9646.0,9776.15,510151168.0,22414.92
26-MAY-2017,9777.5,9891.55,9765.0,9884.25,402331046.0,15582.52
29-MAY-2017,9856.75,9917.8,9827.55,9877.8,373191869.0,15834.05
30-MAY-2017,9860.4,9915.6,9842.95,9906.1,433807097.0,14556.2
31-MAY-2017,9922.95,9938.2,9897.6,9909.6,692949071.0,26831.89
01-JUN-2017,9895.9,9925.45,9879.35,9909.1,309788764.0,12900.47
02-JUN-2017,9951.2,9967.65,9930.55,9951.0,280495627.0,11739.24
05-JUN-2017,9959.3,9996.15,9943.85,9981.7,239225076.0,11302.76
06-JUN-2017,10008.4,10013.05,9929.95,9937.3,253226390.0,11725.73
07-JUN-2017,9966.05,9984.5,9934.95,9969.9,276743825.0,12531.9
08-JUN-2017,9990.9,9998.8,9952.6,9960.3,286885347.0,12531.94
09-JUN-2017,9954.55,9992.15,9919.8,9984.45,289441820.0,12086.18
12-JUN-2017,9965.8,9966.25,9915.25,9936.4,248772198.0,10693.73
13-JUN-2017,9939.5,9977.5,9917.4,9929.7,233440720.0,9955.91
14-JUN-2017,9945.45,9950.95,9895.6,9934.95,289295578.0,13296.45
15-JUN-2017,9934.15,9937.0,9880.2,9898.15,268151773.0,12727.56
16-JUN-2017,9916.85,9941.55,9888.05,9911.2,339242393.0,15349.82
19-JUN-2017,9950.15,9993.6,9936.45,9977.55,220564724.0,10312.23
20-JUN-2017,9992.7,10000.65,9964.65,9976.1,256841178.0,11157.87
21-JUN-2017,9971.5,9973.65,9933.25,9958.95,243522396.0,10838.93
22-JUN-2017,9968.85,10020.35,9930.2,9944.7,299298695.0,13320.82
23-JUN-2017,9959.0,9963.0,9861.35,9876.9,273899651.0,11551.84
27-JUN-2017,9896.55,9914.6,9766.25,9810.4,306365736.0,13781.92
28-JUN-2017,9816.75,9825.35,9773.75,9797.05,273521698.0,12118.45
29-JUN-2017,9829.75,9880.05,9799.2,9809.05,402853728.0,17213.76
30-JUN-2017,9783.65,9849.85,9752.75,9835.4,280200626.0,11731.46
03-JUL-2017,9898.9,9946.45,9857.5,9936.9,315533782.0,11724.97
04-JUL-2017,9969.25,9974.75,9915.45,9933.1,252333092.0,10821.6
05-JUL-2017,9940.4,9972.65,9930.0,9966.45,227561538.0,10223.64
06-JUL-2017,9985.7,10032.5,9973.85,10005.25,265866924.0,10600.01
07-JUL-2017,10001.4,10015.6,9972.15,9997.75,253103215.0,11577.08
10-JUL-2017,10049.1,10112.6,9974.2,10103.35,75715079.0,2762.63
11-JUL-2017,10129.5,10157.6,10099.35,10106.0,320692153.0,13253.92
12-JUL-2017,10127.75,10155.35,10112.35,10146.6,243982910.0,10898.27
13-JUL-2017,10188.0,10230.55,10186.25,10225.9,283678494.0,13275.75
14-JUL-2017,10246.95,10246.95,10177.05,10221.7,265115737.0,11803.98
17-JUL-2017,10242.25,10261.2,10225.15,10249.8,263589938.0,11056.86
18-JUL-2017,10173.9,10224.3,10138.1,10162.15,419714010.0,16079.63
19-JUL-2017,10193.45,10251.25,10189.55,10246.7,341370104.0,14769.81
20-JUL-2017,10265.6,10267.55,10207.9,10217.4,277557981.0,12317.98
21-JUL-2017,10243.6,10266.1,10176.0,10258.1,340997593.0,15410.31
24-JUL-2017,10277.95,10319.75,10261.95,10304.45,289836253.0,13714.35
25-JUL-2017,10346.25,10346.9,10291.05,10307.3,333107839.0,13959.09
26-JUL-2017,10326.65,10363.45,10310.35,10357.65,319230601.0,14618.3
27-JUL-2017,10398.65,10447.15,10334.55,10348.7,465103837.0,23196.23
28-JUL-2017,10323.4,10365.1,10282.8,10353.7,320536243.0,15589.01
31-JUL-2017,10376.75,10426.4,10360.0,10417.8,369463201.0,17261.88
01-AUG-2017,10442.65,10459.4,10407.75,10447.65,325861170.0,15956.64
02-AUG-2017,10470.25,10472.15,10383.7,10410.3,281749205.0,12509.71
03-AUG-2017,10411.9,10411.9,10338.0,10354.45,335896464.0,15282.94
04-AUG-2017,10348.2,10431.65,10329.95,10419.85,308697822.0,14567.29
07-AUG-2017,10431.15,10456.85,10418.3,10434.15,238748948.0,11269.42
08-AUG-2017,10447.25,10461.75,10309.1,10344.7,353193491.0,14620.06
09-AUG-2017,10325.75,10330.55,10236.6,10254.55,279660913.0,12335.64
10-AUG-2017,10215.65,10229.0,10078.05,10133.85,416867735.0,16569.99
11-AUG-2017,10017.7,10107.4,10007.95,10037.15,455933248.0,18124.17
14-AUG-2017,10089.2,10167.5,10086.05,10144.2,313040058.0,12664.6
16-AUG-2017,10180.0,10256.95,10123.95,10249.95,335724503.0,14127.33
17-AUG-2017,10298.85,10300.6,10234.7,10255.0,319654650.0,13045.96
18-AUG-2017,10212.6,10212.6,10135.45,10193.2,361541288.0,18550.56
21-AUG-2017,10221.65,10240.9,10080.25,10095.15,305232356.0,14430.12
22-AUG-2017,10157.0,10174.55,10083.45,10096.55,303891438.0,12963.75
22-AUG-2017,10157.0,10174.55,10083.45,10096.55,303891438.0,12963.75
23-AUG-2017,10138.5,10199.65,10118.95,10193.8,285544677.0,13294.01
24-AUG-2017,10223.45,10232.55,10194.45,10211.6,291134438.0,13660.44
28-AUG-2017,10260.25,10289.85,10239.65,10275.95,283120031.0,13295.89
29-AUG-2017,10251.2,10251.6,10141.85,10156.5,283988825.0,11453.74
30-AUG-2017,10223.7,10279.85,10216.9,10258.05,254667774.0,10787.89
31-AUG-2017,10279.75,10293.4,10229.6,10286.55,493425152.0,18992.14
01-SEP-2017,10310.5,10361.2,10284.3,10352.4,284099252.0,12838.8
04-SEP-2017,10361.8,10365.3,10226.9,10289.65,266875659.0,11355.97
05-SEP-2017,10314.0,10343.25,10279.35,10333.05,227370743.0,10336.15
06-SEP-2017,10278.35,10319.25,10260.9,10303.85,263048755.0,12497.16
07-SEP-2017,10339.15,10358.7,10311.55,10327.85,289667075.0,13055.77
08-SEP-2017,10358.3,10363.2,10297.55,10320.1,274429264.0,12294.17
11-SEP-2017,10361.45,10418.55,10351.4,10394.8,267457874.0,12520.46
12-SEP-2017,10447.35,10489.9,10418.15,10485.85,301210314.0,13798.46
13-SEP-2017,10494.85,10530.5,10451.55,10468.1,368114753.0,15259.75
14-SEP-2017,10499.5,10523.65,10458.7,10480.2,389045236.0,15469.0
15-SEP-2017,10454.9,10504.75,10428.9,10475.05,407648532.0,18057.74
18-SEP-2017,10526.6,10559.2,10524.95,10540.5,245302066.0,11127.8
19-SEP-2017,10563.35,10566.95,10517.75,10540.1,288905215.0,12230.25
20-SEP-2017,10556.0,10565.05,10523.55,10529.85,329208076.0,14412.28
21-SEP-2017,10529.95,10547.45,10434.4,10501.9,310876414.0,15763.17
22-SEP-2017,10472.35,10472.95,10308.1,10320.95,352463271.0,16131.07
25-SEP-2017,10319.45,10319.45,10159.65,10219.7,350852051.0,15360.9
26-SEP-2017,10222.85,10248.2,10156.4,10222.5,303041986.0,13227.56
27-SEP-2017,10274.7,10274.7,10052.05,10074.05,333202369.0,14561.84
28-SEP-2017,10080.6,10129.1,10020.55,10107.9,574159907.0,25681.99
29-SEP-2017,10154.8,10210.35,10128.15,10143.9,334697879.0,14581.22
03-OCT-2017,10252.9,10255.75,10194.7,10221.75,294966980.0,12881.11
04-OCT-2017,10247.15,10298.25,10213.1,10274.05,259217108.0,11232.37
05-OCT-2017,10289.0,10312.9,10247.95,10255.55,234335022.0,10122.4
06-OCT-2017,10277.85,10356.05,10276.5,10347.65,298764769.0,12537.51
09-OCT-2017,10360.3,10390.8,10331.1,10357.95,231109060.0,9664.58
10-OCT-2017,10386.3,10409.0,10375.4,10392.0,239265679.0,10750.84
11-OCT-2017,10421.65,10447.15,10319.45,10353.9,317262926.0,13642.54
12-OCT-2017,10381.85,10477.35,10344.3,10469.3,306321374.0,13449.36
13-OCT-2017,10500.5,10558.3,10496.8,10534.6,350413539.0,15181.63
16-OCT-2017,10575.45,10611.6,10539.55,10595.15,329478569.0,14548.07
17-OCT-2017,10593.1,10618.7,10575.95,10605.8,337577010.0,13510.37
18-OCT-2017,10585.35,10608.7,10545.6,10582.35,384106306.0,16178.66
19-OCT-2017,10585.95,10587.35,10491.15,10517.3,55056099.0,2186.57
23-OCT-2017,10545.2,10590.65,10496.85,10557.95,389435188.0,15733.06
24-OCT-2017,10593.25,10607.15,10550.25,10574.75,360424245.0,14566.34
25-OCT-2017,10688.95,10707.85,10611.35,10672.0,1064011141.0,34878.42
26-OCT-2017,10672.0,10732.15,10652.65,10720.45,864551875.0,31405.23
27-OCT-2017,10741.8,10752.4,10702.05,10714.0,575939819.0,21522.52
30-OCT-2017,10747.95,10786.2,10739.65,10767.85,421348973.0,17116.74
31-OCT-2017,10774.45,10776.8,10723.5,10740.85,444207134.0,18050.47
01-NOV-2017,10799.75,10860.8,10793.65,10847.9,500180724.0,19816.75
02-NOV-2017,10850.75,10868.3,10822.2,10839.4,394946397.0,15483.1
03-NOV-2017,10878.0,10878.05,10817.75,10866.45,535789266.0,16507.73
06-NOV-2017,10853.9,10918.05,10839.5,10878.15,418631282.0,16251.53
07-NOV-2017,10908.6,10916.05,10750.45,10762.4,528438692.0,21056.32
08-NOV-2017,10776.25,10798.3,10686.75,10707.55,474853251.0,18750.85
09-NOV-2017,10767.4,10781.65,10669.55,10723.65,428547033.0,17128.5
10-NOV-2017,10717.95,10751.6,10662.35,10729.55,467575831.0,18981.29
13-NOV-2017,10733.1,10743.35,10623.85,10632.65,387617463.0,15530.37
14-NOV-2017,10633.4,10658.7,10582.3,10593.8,466108687.0,18848.55
15-NOV-2017,10577.2,10582.45,10487.2,10514.9,392519849.0,15449.95
16-NOV-2017,10550.8,10636.95,10537.1,10618.45,330050582.0,13192.04
17-NOV-2017,10734.2,10759.0,10686.35,10701.3,412847694.0,15767.43
20-NOV-2017,10705.15,10729.5,10678.6,10716.4,326249667.0,12059.02
21-NOV-2017,10748.45,10776.05,10726.2,10744.0,363365872.0,14269.82
22-NOV-2017,10770.8,10783.45,10718.95,10755.4,334376864.0,13135.72
23-NOV-2017,10772.4,10786.0,10715.45,10760.35,325213558.0,12372.79
24-NOV-2017,10781.1,10814.45,10773.75,10803.15,261980369.0,11271.05
27-NOV-2017,10777.65,10823.55,10755.55,10816.2,295620600.0,11290.03
28-NOV-2017,10807.5,10832.65,10773.4,10792.6,369395270.0,13729.02
29-NOV-2017,10802.5,10819.4,10768.85,10784.4,298250123.0,12149.35
30-NOV-2017,10754.75,10755.5,10636.0,10650.75,618882700.0,26419.72
01-DEC-2017,10690.1,10704.4,10526.2,10542.05,306560532.0,12136.53
04-DEC-2017,10595.8,10599.85,10508.25,10548.55,270763844.0,11347.01
05-DEC-2017,10539.75,10567.6,10481.55,10541.3,277083146.0,11599.22
06-DEC-2017,10511.1,10526.4,10449.95,10459.7,281613222.0,12538.81
07-DEC-2017,10478.55,10609.25,10478.35,10594.6,295658007.0,13406.06
08-DEC-2017,10630.45,10705.75,10628.3,10698.1,352649060.0,15538.18
11-DEC-2017,10745.8,10758.95,10714.75,10752.6,249491504.0,11126.38
12-DEC-2017,10755.3,10756.2,10653.55,10663.55,296737054.0,13335.73
13-DEC-2017,10660.3,10716.85,10579.75,10605.65,310042100.0,13881.83
14-DEC-2017,10642.0,10681.55,10546.05,10658.4,280628906.0,12831.03
15-DEC-2017,10755.75,10783.4,10731.35,10743.65,370025680.0,18036.98
18-DEC-2017,10673.8,10862.7,10484.75,10807.85,405698499.0,16818.67
19-DEC-2017,10838.8,10906.5,10831.6,10897.55,329925708.0,14966.7
20-DEC-2017,10926.9,10926.9,10873.45,10881.9,367706593.0,15675.11
21-DEC-2017,10911.55,10913.15,10872.85,10886.35,318027579.0,13654.84
22-DEC-2017,10904.95,10949.1,10896.05,10940.65,294989090.0,12469.67
26-DEC-2017,10962.85,10993.6,10934.2,10982.05,318225455.0,12612.38
27-DEC-2017,10984.0,11002.55,10913.45,10937.85,320318289.0,12458.0
28-DEC-2017,10947.5,10982.8,10911.9,10927.05,473621352.0,19298.77
29-DEC-2017,10944.75,10993.2,10941.35,10985.15,310575365.0,12384.64
01-JAN-2018,10990.45,10998.2,10884.85,10897.75,280255426.0,10064.06
02-JAN-2018,10941.6,10959.0,10854.45,10899.3,360492746.0,12449.1
03-JAN-2018,10942.45,10968.95,10894.4,10910.05,338608508.0,12932.12
04-JAN-2018,10938.3,10990.5,10907.9,10982.15,389091952.0,13751.1
05-JAN-2018,11015.05,11056.65,11004.8,11051.25,423432093.0,15598.21
08-JAN-2018,11084.0,11127.8,11082.0,11120.55,323211782.0,13548.72
09-JAN-2018,11142.35,11155.05,11088.55,11125.0,378713598.0,14580.0
10-JAN-2018,11140.85,11143.85,11076.8,11117.45,337237167.0,13931.99
11-JAN-2018,11121.9,11148.2,11092.2,11132.4,282863925.0,12740.48
12-JAN-2018,11165.05,11173.4,11067.6,11159.1,325389855.0,14917.22
15-JAN-2018,11196.15,11255.7,11192.1,11207.75,296441491.0,14266.74
16-JAN-2018,11229.6,11229.95,11127.6,11142.8,374414462.0,16345.67
17-JAN-2018,11144.75,11246.15,11086.8,11232.75,423295208.0,18228.12
18-JAN-2018,11316.85,11329.4,11190.9,11234.5,499437945.0,22119.67
19-JAN-2018,11246.2,11328.25,11208.8,11315.75,345296798.0,15057.82
22-JAN-2018,11308.0,11399.6,11302.65,11391.2,358043949.0,17912.11
23-JAN-2018,11422.95,11515.75,11420.0,11506.65,486725145.0,21299.59
24-JAN-2018,11489.05,11528.4,11456.95,11497.45,509266824.0,22630.31
25-JAN-2018,11509.7,11509.7,11414.75,11459.05,651824123.0,26662.0
29-JAN-2018,11474.3,11552.8,11471.8,11505.45,396135002.0,20062.87
30-JAN-2018,11494.95,11494.95,11408.5,11424.6,370817898.0,16806.61
31-JAN-2018,11393.75,11430.85,11338.85,11393.55,430982837.0,19107.69
01-FEB-2018,11414.3,11483.0,11232.05,11385.15,497349398.0,22726.99
02-FEB-2018,11300.85,11316.3,11087.8,11111.2,547115606.0,22768.62
05-FEB-2018,10951.25,11060.45,10929.4,11023.85,439821754.0,18471.88
06-FEB-2018,10630.25,10944.15,10610.75,10851.65,501977947.0,20875.3
07-FEB-2018,10969.2,10977.6,10814.35,10844.7,441988232.0,18178.74
08-FEB-2018,10887.1,11017.75,10851.85,10958.95,413051747.0,16842.99
09-FEB-2018,10787.95,10871.35,10771.85,10846.1,368031837.0,14499.36
12-FEB-2018,10916.15,10960.35,10884.15,10945.15,425753702.0,15505.96
14-FEB-2018,10994.85,10998.5,10864.0,10908.15,481060019.0,17437.1
15-FEB-2018,10945.0,11013.8,10898.9,10932.05,519827703.0,16630.02
16-FEB-2018,10984.05,11000.8,10809.35,10831.35,486366602.0,15466.36
19-FEB-2018,10866.85,10867.25,10670.65,10748.35,459038291.0,14584.84
20-FEB-2018,10761.05,10805.2,10725.5,10740.0,461178937.0,14299.45
21-FEB-2018,10806.05,10806.35,10722.3,10765.5,425541321.0,16822.37
22-FEB-2018,10725.3,10755.4,10705.05,10737.35,557979122.0,22925.17
23-FEB-2018,10766.25,10866.7,10755.1,10857.85,398057793.0,16651.08
26-FEB-2018,10899.05,10963.45,10893.5,10953.8,356566208.0,14133.8
27-FEB-2018,10986.55,11004.25,10905.4,10922.75,527268571.0,15593.48
28-FEB-2018,10855.1,10903.25,10826.9,10861.4,700317465.0,22407.71
01-MAR-2018,10850.7,10899.6,10808.55,10820.0,435135129.0,14332.56
05-MAR-2018,10788.25,10788.5,10676.15,10714.6,410024455.0,14670.83
06-MAR-2018,10779.95,10802.3,10570.6,10603.1,406858292.0,15993.73
07-MAR-2018,10586.05,10600.0,10487.85,10501.4,462668017.0,16256.49
08-MAR-2018,10566.05,10605.7,10476.45,10578.0,431537945.0,15677.66
09-MAR-2018,10610.6,10637.45,10548.4,10564.55,379762567.0,13588.41
12-MAR-2018,10642.65,10759.3,10635.15,10747.65,412334540.0,14593.88
13-MAR-2018,10719.05,10816.0,10710.75,10772.05,534054740.0,28719.17
14-MAR-2018,10734.45,10769.05,10685.6,10760.0,408496159.0,13529.98
15-MAR-2018,10754.95,10775.95,10701.35,10716.05,349048310.0,12200.79
16-MAR-2018,10700.75,10701.75,10541.45,10556.2,573959782.0,24020.57
19-MAR-2018,10578.45,10587.05,10425.1,10444.05,425237389.0,15021.17
20-MAR-2018,10398.7,10507.45,10396.4,10478.15,384532030.0,14487.39
21-MAR-2018,10536.2,10585.95,10488.8,10511.75,362479240.0,14529.47
22-MAR-2018,10522.9,10564.55,10461.5,10470.4,373226878.0,14718.89
23-MAR-2018,10318.55,10380.9,10301.95,10357.6,490494903.0,18516.51
26-MAR-2018,10351.95,10511.05,10324.45,10497.55,453075728.0,16800.79
27-MAR-2018,10558.3,10578.65,10510.05,10556.6,406806347.0,15306.38
28-MAR-2018,10515.4,10530.6,10463.95,10478.4,600528901.0,25270.83
02-APR-2018,10521.45,10604.75,10497.2,10596.0,,
03-APR-2018,10574.25,10654.4,10561.65,10643.9,371905422.0,14059.75
04-APR-2018,10674.6,10683.9,10506.9,10523.6,411295991.0,15753.81
05-APR-2018,10628.7,10732.9,10627.7,10726.25,400743032.0,15547.23
06-APR-2018,10726.3,10766.0,10690.85,10750.35,371748825.0,14030.17
09-APR-2018,10752.4,10811.4,10747.2,10792.6,385095557.0,14105.24
10-APR-2018,10829.15,10839.6,10788.55,10810.45,406210984.0,15034.73
11-APR-2018,10837.0,10837.0,10764.9,10826.15,392061410.0,15045.44
12-APR-2018,10819.45,10874.35,10802.2,10860.35,367533883.0,15177.04
13-APR-2018,10896.75,10923.6,10849.5,10879.35,362095016.0,15799.86
16-APR-2018,10800.5,10939.5,10798.75,10928.95,318621231.0,14139.54
17-APR-2018,10960.75,10961.4,10896.25,10950.05,338399461.0,13423.24
18-APR-2018,10981.65,10995.4,10910.7,10928.45,355484819.0,13058.54
19-APR-2018,10968.55,10981.05,10951.45,10974.75,416527311.0,16031.33
20-APR-2018,10967.0,10982.75,10928.95,10966.85,389973344.0,18348.28
23-APR-2018,10993.9,11043.9,10927.7,10993.3,329747006.0,16688.62
24-APR-2018,10988.3,11041.85,10976.4,11022.35,358339161.0,16066.29
25-APR-2018,11021.35,11023.3,10944.9,10980.55,354159041.0,15311.97
26-APR-2018,10999.05,11029.05,10967.2,11018.75,552322800.0,23749.01
27-APR-2018,11056.05,11122.25,11052.4,11095.0,444774594.0,20296.34
30-APR-2018,11112.2,11163.15,11110.55,11145.9,292987182.0,13350.04
02-MAY-2018,11191.6,11191.95,11076.7,11105.9,379374134.0,18628.76
03-MAY-2018,11106.05,11106.25,11017.3,11051.1,337216435.0,15982.94
04-MAY-2018,11073.05,11073.05,10972.0,10986.5,328858475.0,13099.05
07-MAY-2018,11023.9,11094.35,11005.2,11085.05,277116984.0,12114.77
08-MAY-2018,11126.65,11127.6,11057.7,11082.2,423364425.0,16179.04
09-MAY-2018,11057.8,11121.75,11055.1,11095.0,329926740.0,13342.74
10-MAY-2018,11131.15,11138.0,11040.8,11052.5,336397487.0,13737.44
11-MAY-2018,11079.75,11137.45,11052.85,11131.95,410588303.0,14127.63
14-MAY-2018,11143.35,11158.0,11095.9,11124.1,331029514.0,12814.1
15-MAY-2018,11128.9,11248.95,11088.35,11113.7,457927824.0,18179.45
16-MAY-2018,11062.95,11107.75,11007.6,11058.7,466052565.0,15467.25
17-MAY-2018,11094.15,11095.45,10988.65,11006.9,407192090.0,16371.91
18-MAY-2018,10998.75,11000.2,10899.4,10908.05,396170251.0,17589.57
21-MAY-2018,10927.75,10932.35,10803.8,10814.6,379611092.0,15407.54
22-MAY-2018,10816.3,10863.05,10787.05,10852.8,487345958.0,16752.86
23-MAY-2018,10839.35,10852.9,10737.55,10750.55,487378999.0,17277.19
24-MAY-2018,10785.85,10849.45,10734.7,10827.25,479807196.0,16847.82
25-MAY-2018,10849.4,10954.4,10838.95,10934.0,458364442.0,17181.11
28-MAY-2018,10981.3,11051.65,10974.8,11033.55,434343083.0,16031.74
29-MAY-2018,11034.35,11065.05,10962.55,10983.3,472993464.0,16450.17
30-MAY-2018,10925.55,10996.7,10910.85,10961.6,440087878.0,16463.08
31-MAY-2018,11016.35,11089.1,10961.4,11064.15,968520034.0,41035.92
01-JUN-2018,11068.3,11096.95,11001.0,11013.85,407913564.0,16591.86
04-JUN-2018,11083.35,11087.1,10931.45,10940.05,384246976.0,17737.75
05-JUN-2018,10941.7,10944.25,10852.2,10892.85,363062530.0,13470.57
06-JUN-2018,10903.2,11010.1,10889.65,10997.2,366431422.0,13297.76
07-JUN-2018,11037.9,11134.5,11037.9,11091.95,404957186.0,14617.61
08-JUN-2018,11059.3,11108.6,11035.95,11098.25,409987829.0,15976.9
11-JUN-2018,11115.7,11179.6,11106.3,11116.2,397366998.0,14798.91
12-JUN-2018,11144.4,11189.9,11119.35,11176.7,377012998.0,15391.47
13-JUN-2018,11219.75,11226.0,11176.05,11185.9,393342965.0,16520.25
14-JUN-2018,11165.35,11166.0,11101.4,11139.95,342099427.0,14976.51
15-JUN-2018,11139.25,11162.15,11078.3,11136.3,500694338.0,23576.81
18-JUN-2018,11148.4,11148.4,11102.75,11112.9,324749555.0,13767.26
19-JUN-2018,11100.4,11100.4,11012.45,11021.95,379700828.0,15507.72
20-JUN-2018,11047.85,11087.5,11030.95,11076.05,357334883.0,14364.83
21-JUN-2018,11113.25,11115.0,11025.9,11039.95,370538278.0,15438.27
22-JUN-2018,11041.15,11134.45,11001.05,11119.65,376245742.0,16635.58
25-JUN-2018,11120.95,11127.6,11034.95,11045.45,386836056.0,14989.17
26-JUN-2018,11025.6,11091.4,11016.1,11054.1,406789001.0,15784.0
27-JUN-2018,11072.1,11072.1,10927.9,10946.7,429810297.0,17441.57
28-JUN-2018,10934.8,10951.35,10827.15,10855.0,590628884.0,24695.36
29-JUN-2018,10884.15,11000.2,10883.65,10993.45,430645792.0,18275.85
02-JUL-2018,11013.1,11015.6,10874.95,10929.85,473960827.0,16763.29
03-JUL-2018,10940.75,10985.65,10899.1,10974.2,357455313.0,13956.57
04-JUL-2018,10986.0,11040.6,10944.2,11033.0,323739944.0,14928.07
05-JUL-2018,11049.65,11049.65,10989.95,11008.6,373025504.0,17096.39
06-JUL-2018,11001.65,11084.8,10991.8,11037.2,440793364.0,17691.78
09-JUL-2018,11104.5,11126.35,11074.05,11119.55,319652804.0,13321.19
10-JUL-2018,11170.7,11227.75,11147.65,11218.65,360525058.0,16376.26
11-JUL-2018,11225.75,11244.25,11191.75,11206.85,380359896.0,19245.6
12-JUL-2018,11266.05,11333.8,11258.95,11269.7,420882166.0,19422.2
13-JUL-2018,11302.75,11313.95,11240.05,11258.7,401352596.0,17825.38
16-JUL-2018,11260.75,11261.05,11140.25,11151.1,383047338.0,16985.07
17-JUL-2018,11155.65,11240.9,11138.85,11230.7,441959532.0,16536.43
18-JUL-2018,11283.25,11298.2,11163.95,11189.1,553896048.0,18311.0
19-JUL-2018,11209.45,11214.5,11137.95,11160.5,500414998.0,16397.75
20-JUL-2018,11166.45,11232.35,11145.95,11215.8,374909768.0,17383.42
23-JUL-2018,11230.0,11314.9,11222.05,11306.95,442525231.0,19181.87
24-JUL-2018,11332.85,11395.15,11329.1,11389.2,545620992.0,20399.88
25-JUL-2018,11404.9,11413.15,11364.8,11385.5,469790676.0,17500.71
26-JUL-2018,11390.45,11450.7,11388.0,11431.15,699517047.0,28770.23
27-JUL-2018,11495.8,11547.3,11476.8,11542.35,591432626.0,19725.86
30-JUL-2018,11564.4,11602.1,11527.85,11594.75,601952703.0,20089.5
31-JUL-2018,11585.2,11643.1,11541.45,11633.85,553326367.0,21332.65
01-AUG-2018,11640.9,11670.2,11592.0,11629.65,581070772.0,20025.21
02-AUG-2018,11613.1,11613.1,11524.65,11535.6,442211411.0,17235.28
03-AUG-2018,11588.15,11655.9,11585.8,11648.85,457290767.0,17476.64
06-AUG-2018,11689.8,11714.8,11659.1,11674.25,407974204.0,15471.58
07-AUG-2018,11710.35,11715.9,11643.1,11675.5,537761961.0,17637.24
08-AUG-2018,11698.85,11741.1,11663.1,11731.75,450989684.0,16614.55
09-AUG-2018,11773.2,11775.35,11735.9,11756.15,534443264.0,20210.21
10-AUG-2018,11761.15,11763.45,11695.7,11707.35,541009898.0,19625.25
13-AUG-2018,11645.95,11681.25,11612.5,11624.65,426249079.0,16720.62
14-AUG-2018,11651.15,11717.8,11642.6,11703.4,392877490.0,17702.67
16-AUG-2018,11665.0,11718.8,11628.9,11647.75,470570618.0,20864.91
17-AUG-2018,11701.9,11758.9,11697.45,11747.2,398342324.0,17215.44
20-AUG-2018,11782.05,11847.55,11779.75,11838.15,432622960.0,18429.75
